  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1965     1     0.247  0.079    -0.230  0.054    -0.047  0.026    -0.027  0.018    -0.026  0.013
  1965     2    -0.196  0.103    -0.216  0.052    -0.046  0.025    -0.028  0.016    -0.025  0.013
  1965     3    -0.166  0.052    -0.204  0.046    -0.046  0.024    -0.020  0.015    -0.020  0.013
  1965     4    -0.384  0.110    -0.150  0.033    -0.040  0.021    -0.016  0.015    -0.018  0.013
  1965     5    -0.165  0.137    -0.160  0.031    -0.042  0.020    -0.013  0.015    -0.016  0.013
  1965     6    -0.218  0.258    -0.134  0.036    -0.042  0.021    -0.013  0.015    -0.016  0.013
  1965     7    -0.316  0.069    -0.165  0.037    -0.051  0.022    -0.011  0.015    -0.016  0.012
  1965     8    -0.095  0.066    -0.143  0.040    -0.065  0.022    -0.012  0.016    -0.019  0.012
  1965     9    -0.382  0.061    -0.114  0.026    -0.048  0.022    -0.011  0.016    -0.018  0.012
  1965    10     0.224  0.078    -0.099  0.025    -0.043  0.024    -0.012  0.017    -0.020  0.012
  1965    11    -0.258  0.065    -0.100  0.024    -0.043  0.021    -0.010  0.016    -0.020  0.012
  1965    12     0.115  0.079    -0.080  0.032    -0.046  0.017    -0.016  0.016    -0.019  0.012
  1966     1    -0.126  0.059    -0.038  0.033    -0.055  0.018    -0.015  0.016    -0.017  0.012
  1966     2     0.062  0.079    -0.044  0.035    -0.068  0.018    -0.022  0.017    -0.016  0.011
  1966     3     0.185  0.212    -0.010  0.030    -0.084  0.019    -0.027  0.017    -0.017  0.011
  1966     4    -0.208  0.086    -0.038  0.028    -0.092  0.017    -0.029  0.017    -0.015  0.011
  1966     5    -0.176  0.104    -0.029  0.029    -0.103  0.016    -0.033  0.018    -0.015  0.012
  1966     6     0.030  0.091    -0.061  0.028    -0.112  0.016    -0.038  0.017    -0.015  0.012
  1966     7     0.180  0.116    -0.043  0.027    -0.127  0.018    -0.039  0.017    -0.015  0.011
  1966     8    -0.169  0.076    -0.074  0.029    -0.137  0.017    -0.038  0.016    -0.014  0.011
  1966     9     0.031  0.178    -0.085  0.029    -0.133  0.018    -0.039  0.016    -0.013  0.011
  1966    10    -0.111  0.082    -0.061  0.024    -0.122  0.018    -0.039  0.017    -0.015  0.011
  1966    11    -0.149  0.115    -0.025  0.027    -0.115  0.017    -0.038  0.017    -0.015  0.011
  1966    12    -0.277  0.042    -0.055  0.031    -0.115  0.017    -0.035  0.018    -0.014  0.011
  1967     1     0.099  0.073    -0.074  0.038    -0.116  0.017    -0.044  0.018    -0.014  0.010
  1967     2    -0.319  0.110    -0.074  0.046    -0.113  0.017    -0.053  0.018    -0.013  0.010
  1967     3     0.056  0.116    -0.081  0.037    -0.106  0.018    -0.055  0.017    -0.010  0.010
  1967     4     0.085  0.124    -0.027  0.030    -0.095  0.017    -0.057  0.018    -0.008  0.010
  1967     5     0.253  0.147    -0.010  0.027    -0.088  0.017    -0.056  0.017    -0.006  0.011
  1967     6    -0.331  0.093     0.035  0.022    -0.075  0.018    -0.056  0.017    -0.005  0.011
  1967     7    -0.046  0.105     0.005  0.022    -0.076  0.017    -0.055  0.017    -0.003  0.010
  1967     8    -0.163  0.180     0.033  0.024    -0.064  0.017    -0.051  0.016    -0.003  0.010
  1967     9    -0.058  0.059     0.093  0.028    -0.062  0.016    -0.052  0.015    -0.005  0.011
  1967    10     0.542  0.065     0.092  0.036    -0.052  0.017    -0.053  0.015    -0.006  0.011
  1967    11     0.048  0.056     0.045  0.023    -0.052  0.017    -0.057  0.015    -0.005  0.011
  1967    12     0.269  0.068     0.045  0.029    -0.049  0.017    -0.058  0.015    -0.008  0.011
  1968     1    -0.263  0.066     0.015  0.030    -0.043  0.016    -0.057  0.015    -0.011  0.011
  1968     2     0.017  0.050    -0.004  0.037    -0.046  0.016    -0.058  0.016    -0.012  0.010
  1968     3     0.772  0.116    -0.040  0.034    -0.037  0.016    -0.052  0.015    -0.011  0.010
  1968     4     0.074  0.106    -0.070  0.028    -0.039  0.016    -0.045  0.015    -0.010  0.011
  1968     5    -0.313  0.136    -0.092  0.025    -0.036  0.016    -0.039  0.015    -0.010  0.011
  1968     6    -0.327  0.262    -0.149  0.026    -0.040  0.016    -0.036  0.014    -0.010  0.011
  1968     7    -0.411  0.118    -0.180  0.030    -0.031  0.016    -0.036  0.014    -0.010  0.010
  1968     8    -0.383  0.055    -0.246  0.038    -0.038  0.016    -0.040  0.015    -0.012  0.010
  1968     9    -0.498  0.100    -0.331  0.030    -0.047  0.016    -0.044  0.015    -0.011  0.010
  1968    10     0.187  0.100    -0.320  0.040    -0.044  0.016    -0.046  0.014    -0.011  0.010
  1968    11    -0.219  0.058    -0.296  0.033    -0.043  0.015    -0.049  0.013    -0.010  0.010
  1968    12    -0.411  0.063    -0.273  0.028    -0.051  0.015    -0.049  0.014    -0.011  0.010
  1969     1    -0.643  0.063    -0.253  0.031    -0.058  0.016    -0.054  0.014    -0.012  0.010
  1969     2    -0.773  0.122    -0.229  0.030    -0.055  0.015    -0.057  0.015    -0.014  0.010
  1969     3    -0.244  0.081    -0.197  0.026    -0.055  0.015    -0.054  0.015    -0.015  0.011
  1969     4     0.206  0.098    -0.193  0.028    -0.051  0.015    -0.050  0.015    -0.017  0.011
  1969     5    -0.026  0.070    -0.149  0.031    -0.046  0.015    -0.048  0.014    -0.017  0.011
  1969     6    -0.051  0.119    -0.069  0.032    -0.037  0.015    -0.049  0.014    -0.018  0.011
  1969     7    -0.172  0.088     0.004  0.030    -0.051  0.015    -0.049  0.013    -0.019  0.011
  1969     8    -0.098  0.080     0.111  0.028    -0.055  0.016    -0.046  0.014    -0.019  0.011
  1969     9    -0.104  0.110     0.126  0.030    -0.058  0.015    -0.045  0.014    -0.018  0.012
  1969    10     0.229  0.059     0.128  0.026    -0.060  0.015    -0.042  0.013    -0.016  0.012
  1969    11     0.307  0.052     0.116  0.025    -0.067  0.015    -0.043  0.013    -0.014  0.012
  1969    12     0.555  0.054     0.119  0.019    -0.062  0.014    -0.042  0.014    -0.010  0.012
  1970     1     0.227  0.070     0.134  0.015    -0.064  0.014    -0.040  0.014    -0.009  0.012
  1970     2     0.513  0.147     0.121  0.019    -0.057  0.014    -0.037  0.015    -0.010  0.012
  1970     3    -0.062  0.066     0.144  0.020    -0.059  0.014    -0.032  0.014    -0.005  0.012
  1970     4     0.229  0.070     0.132  0.017    -0.066  0.013    -0.027  0.013    -0.002  0.011
  1970     5    -0.172  0.076     0.102  0.017    -0.072  0.013    -0.023  0.012     0.002  0.010
  1970     6    -0.015  0.100     0.045  0.016    -0.074  0.012    -0.021  0.010     0.003  0.010
  1970     7     0.002  0.121     0.057  0.016    -0.062  0.013    -0.018  0.011     0.005  0.010
  1970     8    -0.248  0.151    -0.014  0.025    -0.051  0.013    -0.021  0.011     0.007  0.009
  1970     9     0.168  0.075    -0.036  0.026    -0.056  0.013    -0.018  0.011     0.008  0.009
  1970    10     0.093  0.042    -0.057  0.025    -0.048  0.013    -0.019  0.010     0.008  0.009
  1970    11    -0.060  0.043    -0.056  0.030    -0.036  0.012    -0.019  0.010     0.012  0.009
  1970    12    -0.123  0.041    -0.090  0.027    -0.026  0.013    -0.020  0.010     0.011  0.009
  1971     1     0.369  0.055    -0.111  0.025    -0.018  0.013    -0.016  0.010     0.014  0.009
  1971     2    -0.339  0.085    -0.091  0.019    -0.012  0.014    -0.018  0.010     0.016  0.010
  1971     3    -0.329  0.069    -0.102  0.018    -0.004  0.013    -0.026  0.011     0.019  0.009
  1971     4    -0.019  0.096    -0.099  0.022    -0.001  0.012    -0.025  0.011     0.020  0.010
  1971     5    -0.155  0.115    -0.078  0.024     0.005  0.011    -0.027  0.011     0.020  0.010
  1971     6    -0.424  0.084    -0.049  0.025     0.015  0.012    -0.031  0.011     0.020  0.010
  1971     7    -0.249  0.099    -0.138  0.025     0.020  0.012    -0.035  0.011     0.022  0.010
  1971     8    -0.020  0.060    -0.160  0.024     0.022  0.013    -0.037  0.009     0.024  0.011
  1971     9     0.038  0.090    -0.141  0.018     0.024  0.012    -0.039  0.008     0.024  0.010
  1971    10     0.137  0.112    -0.141  0.018     0.021  0.012    -0.044  0.007     0.025  0.010
  1971    11     0.189  0.071    -0.146  0.012     0.019  0.012    -0.046  0.007     0.025  0.011
  1971    12     0.224  0.031    -0.112  0.018     0.017  0.014    -0.044  0.006     0.029  0.011
  1972     1    -0.705  0.076    -0.103  0.019     0.018  0.013    -0.045  0.006     0.028  0.011
  1972     2    -0.593  0.070    -0.079  0.026     0.022  0.015    -0.040  0.006     0.026  0.011
  1972     3    -0.106  0.143    -0.099  0.026     0.017  0.015    -0.038  0.007     0.023  0.011
  1972     4    -0.020  0.062    -0.102  0.029     0.011  0.015    -0.034  0.008     0.023  0.012
  1972     5    -0.208  0.052    -0.143  0.029     0.003  0.016    -0.033  0.008     0.024  0.012
  1972     6    -0.015  0.128    -0.150  0.030    -0.008  0.018    -0.027  0.008     0.023  0.012
  1972     7    -0.152  0.103    -0.054  0.030    -0.004  0.019    -0.025  0.007     0.025  0.012
  1972     8     0.273  0.106     0.053  0.027    -0.010  0.021    -0.022  0.006     0.025  0.011
  1972     9    -0.199  0.090     0.102  0.030    -0.002  0.020    -0.023  0.006     0.025  0.010
  1972    10     0.096  0.159     0.151  0.020    -0.002  0.020    -0.029  0.006     0.024  0.010
  1972    11    -0.298  0.072     0.201  0.022     0.007  0.020    -0.025  0.006     0.023  0.009
  1972    12     0.142  0.066     0.228  0.017     0.007  0.019    -0.027  0.006     0.025  0.009
  1973     1     0.440  0.036     0.244  0.018     0.007  0.017    -0.024  0.006     0.027  0.009
  1973     2     0.691  0.062     0.218  0.023     0.004  0.017    -0.022  0.005     0.026  0.009
  1973     3     0.484  0.107     0.237  0.029     0.001  0.018    -0.026  0.005     0.029  0.009
  1973     4     0.572  0.113     0.258  0.018     0.001  0.018    -0.023  0.005     0.031  0.009
  1973     5     0.395  0.077     0.292  0.014    -0.002  0.018    -0.020  0.006     0.034  0.009
  1973     6     0.299  0.079     0.296  0.013     0.001  0.018    -0.020  0.008     0.035  0.009
  1973     7     0.042  0.100     0.231  0.012    -0.001  0.018    -0.016  0.008     0.034  0.009
  1973     8    -0.030  0.168     0.122  0.014     0.002  0.017    -0.018  0.008     0.034  0.009
  1973     9     0.017  0.073     0.071  0.022    -0.006  0.019    -0.014  0.008     0.035  0.009
  1973    10     0.350  0.073     0.025  0.030    -0.007  0.018    -0.015  0.007     0.033  0.008
  1973    11     0.113  0.056    -0.023  0.033    -0.011  0.016    -0.011  0.007     0.034  0.008
  1973    12     0.188  0.037    -0.060  0.035    -0.012  0.018    -0.007  0.007     0.034  0.008
  1974     1    -0.334  0.091    -0.072  0.030    -0.011  0.015    -0.001  0.008     0.034  0.008
  1974     2    -0.619  0.076    -0.061  0.024    -0.018  0.013     0.003  0.008     0.035  0.008
  1974     3    -0.133  0.072    -0.092  0.029    -0.022  0.015     0.006  0.008     0.038  0.008
  1974     4     0.021  0.036    -0.134  0.035    -0.036  0.013     0.005  0.009     0.040  0.008
  1974     5    -0.180  0.084    -0.159  0.036    -0.047  0.013     0.004  0.008     0.045  0.007
  1974     6    -0.144  0.077    -0.182  0.045    -0.050  0.013     0.003  0.009     0.044  0.007
  1974     7    -0.107  0.060    -0.116  0.048    -0.040  0.013     0.002  0.009     0.045  0.007
  1974     8     0.111  0.133    -0.049  0.046    -0.026  0.011     0.003  0.010     0.046  0.007
  1974     9    -0.361  0.103    -0.006  0.037    -0.017  0.012     0.005  0.011     0.048  0.007
  1974    10    -0.155  0.063     0.010  0.034    -0.009  0.013     0.006  0.012     0.050  0.006
  1974    11    -0.186  0.060     0.056  0.032     0.001  0.013     0.005  0.012     0.050  0.006
  1974    12    -0.088  0.115     0.070  0.025     0.007  0.012     0.008  0.012     0.049  0.006
  1975     1     0.458  0.061     0.076  0.029     0.014  0.011     0.009  0.012     0.050  0.006
  1975     2     0.189  0.055     0.031  0.031     0.013  0.010     0.009  0.012     0.048  0.006
  1975     3     0.377  0.111     0.062  0.033     0.012  0.010     0.010  0.012     0.050  0.006
  1975     4     0.216  0.061     0.080  0.031     0.009  0.008     0.013  0.011     0.052  0.006
  1975     5     0.367  0.075     0.079  0.031     0.021  0.007     0.017  0.011     0.053  0.006
  1975     6     0.030  0.099     0.088  0.029     0.021  0.007     0.018  0.011     0.054  0.005
  1975     7    -0.037  0.128     0.074  0.030     0.015  0.008     0.021  0.009     0.054  0.005
  1975     8    -0.427  0.153     0.044  0.031     0.008  0.007     0.025  0.006     0.055  0.005
  1975     9     0.016  0.118    -0.055  0.027     0.005  0.008     0.026  0.006     0.056  0.005
  1975    10     0.060  0.069    -0.079  0.028     0.002  0.010     0.027  0.006     0.055  0.005
  1975    11    -0.206  0.049    -0.145  0.022    -0.004  0.010     0.033  0.008     0.056  0.006
  1975    12     0.024  0.034    -0.184  0.016    -0.014  0.010     0.037  0.008     0.056  0.005
  1976     1     0.289  0.045    -0.201  0.016    -0.014  0.008     0.044  0.008     0.060  0.006
  1976     2    -0.171  0.102    -0.198  0.030    -0.024  0.008     0.054  0.008     0.063  0.006
  1976     3    -0.809  0.050    -0.217  0.025    -0.025  0.007     0.064  0.007     0.064  0.006
  1976     4    -0.069  0.053    -0.283  0.027    -0.030  0.008     0.069  0.007     0.067  0.006
  1976     5    -0.432  0.142    -0.303  0.024    -0.027  0.008     0.072  0.008     0.068  0.006
  1976     6    -0.441  0.124    -0.301  0.028    -0.029  0.009     0.077  0.009     0.068  0.007
  1976     7    -0.232  0.134    -0.334  0.030    -0.022  0.009     0.082  0.009     0.067  0.007
  1976     8    -0.395  0.166    -0.298  0.031    -0.017  0.008     0.087  0.011     0.068  0.007
  1976     9    -0.211  0.102    -0.199  0.034    -0.013  0.008     0.088  0.012     0.066  0.007
  1976    10    -0.740  0.102    -0.152  0.029    -0.011  0.008     0.088  0.010     0.067  0.007
  1976    11    -0.440  0.060    -0.083  0.024    -0.012  0.007     0.088  0.010     0.067  0.007
  1976    12     0.043  0.092    -0.016  0.027    -0.011  0.007     0.094  0.010     0.069  0.007
  1977     1    -0.106  0.065     0.024  0.023    -0.013  0.006     0.099  0.009     0.071  0.007
  1977     2     0.270  0.122     0.073  0.020    -0.016  0.007     0.105  0.009     0.076  0.007
  1977     3     0.376  0.094     0.071  0.022    -0.008  0.008     0.102  0.010     0.075  0.007
  1977     4     0.491  0.090     0.125  0.026     0.000  0.009     0.103  0.011     0.076  0.007
  1977     5     0.403  0.157     0.199  0.027     0.007  0.009     0.105  0.013     0.076  0.007
  1977     6     0.361  0.087     0.204  0.026     0.024  0.008     0.102  0.012     0.079  0.007
  1977     7     0.247  0.074     0.222  0.026     0.023  0.008     0.105  0.012     0.081  0.007
  1977     8     0.194  0.068     0.220  0.026     0.027  0.009     0.102  0.011     0.082  0.006
  1977     9    -0.238  0.058     0.213  0.021     0.022  0.009     0.103  0.011     0.083  0.006
  1977    10    -0.090  0.083     0.208  0.020     0.027  0.009     0.102  0.010     0.083  0.006
  1977    11     0.446  0.062     0.178  0.018     0.028  0.008     0.103  0.010     0.082  0.007
  1977    12     0.110  0.088     0.123  0.022     0.028  0.010     0.108  0.010     0.085  0.007
  1978     1     0.106  0.066     0.101  0.018     0.035  0.011     0.111  0.010     0.089  0.007
  1978     2     0.248  0.092     0.035  0.019     0.047  0.014     0.111  0.010     0.090  0.006
  1978     3     0.286  0.092     0.049  0.019     0.050  0.015     0.110  0.010     0.090  0.007
  1978     4     0.434  0.154     0.065  0.017     0.054  0.015     0.108  0.011     0.092  0.006
  1978     5     0.039  0.114     0.048  0.018     0.068  0.014     0.108  0.011     0.095  0.007
  1978     6    -0.300  0.107     0.048  0.019     0.074  0.014     0.105  0.011     0.099  0.007
  1978     7    -0.014  0.138     0.046  0.022     0.089  0.013     0.105  0.011     0.102  0.007
  1978     8    -0.597  0.105    -0.005  0.022     0.105  0.013     0.108  0.010     0.106  0.008
  1978     9    -0.067  0.066    -0.016  0.030     0.134  0.013     0.113  0.010     0.111  0.008
  1978    10     0.093  0.065    -0.044  0.029     0.145  0.013     0.112  0.010     0.113  0.008
  1978    11     0.253  0.076    -0.063  0.025     0.155  0.011     0.116  0.010     0.115  0.008
  1978    12     0.107  0.101    -0.046  0.022     0.166  0.009     0.117  0.010     0.120  0.008
  1979     1     0.083  0.084    -0.068  0.023     0.176  0.010     0.122  0.010     0.123  0.008
  1979     2    -0.363  0.090    -0.023  0.024     0.192  0.013     0.127  0.010     0.128  0.008
  1979     3     0.151  0.081    -0.005  0.040     0.198  0.012     0.131  0.009     0.131  0.007
  1979     4     0.100  0.104     0.016  0.041     0.212  0.012     0.131  0.009     0.131  0.008
  1979     5    -0.192  0.122     0.010  0.047     0.223  0.012     0.138  0.008     0.131  0.008
  1979     6    -0.091  0.188     0.082  0.045     0.237  0.012     0.138  0.008     0.131  0.008
  1979     7    -0.278  0.049     0.105  0.044     0.238  0.011     0.139  0.008     0.133  0.008
  1979     8    -0.061  0.121     0.173  0.043     0.235  0.012     0.138  0.008     0.134  0.009
  1979     9     0.154  0.206     0.165  0.030     0.221  0.012     0.141  0.008     0.136  0.008
  1979    10     0.335  0.085     0.204  0.020     0.215  0.014     0.143  0.008     0.137  0.009
  1979    11     0.190  0.077     0.253  0.023     0.208  0.015     0.142  0.008     0.136  0.009
  1979    12     0.962  0.067     0.266  0.022     0.197  0.015     0.139  0.008     0.137  0.009
  1980     1     0.364  0.105     0.318  0.021     0.196  0.015     0.139  0.008     0.138  0.008
  1980     2     0.458  0.111     0.347  0.041     0.191  0.014     0.133  0.008     0.138  0.009
  1980     3     0.048  0.144     0.353  0.060     0.194  0.013     0.131  0.008     0.144  0.009
  1980     4     0.569  0.122     0.350  0.063     0.195  0.015     0.132  0.008     0.147  0.009
  1980     5     0.398  0.079     0.384  0.055     0.185  0.016     0.129  0.008     0.149  0.009
  1980     6     0.058  0.104     0.335  0.050     0.195  0.016     0.129  0.008     0.151  0.009
  1980     7     0.350  0.134     0.404  0.045     0.208  0.015     0.126  0.009     0.153  0.009
  1980     8     0.288  0.253     0.434  0.040     0.214  0.016     0.131  0.008     0.154  0.009
  1980     9     0.227  0.067     0.506  0.039     0.215  0.017     0.130  0.008     0.154  0.009
  1980    10     0.300  0.068     0.509  0.032     0.214  0.016     0.130  0.008     0.156  0.010
  1980    11     0.592  0.144     0.491  0.022     0.219  0.016     0.130  0.008     0.160  0.009
  1980    12     0.381  0.069     0.505  0.028     0.223  0.017     0.132  0.009     0.164  0.009
  1981     1     1.194  0.064     0.504  0.033     0.223  0.018     0.135  0.009     0.165  0.009
  1981     2     0.810  0.069     0.529  0.069     0.240  0.018     0.143  0.010     0.170  0.009
  1981     3     0.920  0.110     0.521  0.072     0.251  0.018     0.154  0.010     0.172  0.009
  1981     4     0.594  0.098     0.507  0.068     0.253  0.017     0.158  0.009     0.176  0.009
  1981     5     0.185  0.258     0.473  0.058     0.260  0.017     0.164  0.009     0.177  0.009
  1981     6     0.230  0.162     0.515  0.055     0.262  0.017     0.167  0.009     0.182  0.009
  1981     7     0.334  0.132     0.413  0.046     0.266  0.017     0.168  0.009     0.186  0.009
  1981     8     0.597  0.250     0.353  0.040     0.270  0.017     0.172  0.010     0.187  0.009
  1981     9     0.123  0.041     0.239  0.049     0.274  0.016     0.171  0.011     0.190  0.010
  1981    10     0.135  0.093     0.200  0.061     0.273  0.015     0.178  0.012     0.191  0.009
  1981    11     0.185  0.026     0.183  0.055     0.287  0.016     0.180  0.012     0.192  0.009
  1981    12     0.884  0.076     0.140  0.053     0.286  0.016     0.181  0.012     0.193  0.009
  1982     1    -0.036  0.120     0.125  0.048     0.291  0.016     0.187  0.012     0.200  0.009
  1982     2     0.090  0.082     0.067  0.026     0.293  0.016     0.192  0.012     0.205  0.009
  1982     3    -0.443  0.079     0.051  0.023     0.289  0.017     0.188  0.012     0.208  0.009
  1982     4     0.124  0.183     0.039  0.031     0.286  0.017     0.186  0.012     0.209  0.009
  1982     5    -0.021  0.171     0.012  0.034     0.278  0.017     0.184  0.013     0.211  0.009
  1982     6    -0.285  0.059    -0.004  0.032     0.255  0.017     0.185  0.013     0.211  0.009
  1982     7     0.152  0.073     0.070  0.029     0.256  0.018     0.187  0.012     0.210  0.009
  1982     8    -0.100  0.110     0.113  0.034     0.240  0.018     0.185  0.012     0.209  0.009
  1982     9    -0.065  0.091     0.181  0.031     0.241  0.019     0.190  0.012     0.208  0.009
  1982    10    -0.011  0.075     0.199  0.032     0.236  0.019     0.194  0.012     0.208  0.009
  1982    11    -0.137  0.073     0.231  0.038     0.230  0.018     0.190  0.013     0.208  0.009
  1982    12     0.693  0.093     0.251  0.039     0.230  0.017     0.196  0.013     0.209  0.009
  1983     1     0.853  0.104     0.239  0.046     0.217  0.018     0.202  0.013     0.210  0.009
  1983     2     0.606  0.107     0.279  0.040     0.215  0.019     0.202  0.013     0.210  0.009
  1983     3     0.374  0.097     0.334  0.038     0.209  0.019     0.205  0.013     0.210  0.009
  1983     4     0.345  0.061     0.354  0.044     0.205  0.019     0.207  0.013     0.209  0.009
  1983     5     0.362  0.075     0.422  0.041     0.193  0.018     0.210  0.013     0.208  0.009
  1983     6    -0.051  0.078     0.381  0.038     0.189  0.018     0.217  0.013     0.207  0.009
  1983     7     0.008  0.071     0.339  0.032     0.182  0.018     0.220  0.014     0.207  0.009
  1983     8     0.388  0.097     0.280  0.026     0.181  0.016     0.231  0.014     0.207  0.008
  1983     9     0.589  0.070     0.277  0.025     0.173  0.017     0.236  0.014     0.207  0.009
  1983    10     0.227  0.099     0.255  0.029     0.172  0.017     0.242  0.015     0.207  0.009
  1983    11     0.680  0.069     0.275  0.028     0.173  0.015     0.241  0.015     0.205  0.009
  1983    12     0.197  0.065     0.267  0.044     0.167  0.016     0.246  0.015     0.206  0.008
  1984     1     0.356  0.057     0.270  0.034     0.160  0.015     0.247  0.015     0.209  0.008
  1984     2    -0.107  0.048     0.244  0.033     0.152  0.015     0.253  0.014     0.210  0.008
  1984     3     0.347  0.113     0.188  0.031     0.145  0.016     0.256  0.014     0.212  0.008
  1984     4     0.069  0.089     0.180  0.032     0.144  0.017     0.258  0.014     0.215  0.008
  1984     5     0.608  0.091     0.099  0.024     0.138  0.018     0.259  0.014     0.217  0.008
  1984     6    -0.143  0.164     0.046  0.021     0.125  0.017     0.259  0.014     0.220  0.008
  1984     7     0.036  0.115     0.052  0.021     0.135  0.018     0.263  0.014     0.221  0.008
  1984     8     0.082  0.081     0.019  0.025     0.149  0.017     0.265  0.014     0.221  0.007
  1984     9    -0.086  0.072     0.001  0.024     0.156  0.018     0.266  0.013     0.224  0.007
  1984    10     0.128  0.074     0.019  0.018     0.158  0.018     0.268  0.013     0.228  0.007
  1984    11    -0.284  0.087    -0.028  0.013     0.160  0.018     0.267  0.012     0.232  0.007
  1984    12    -0.446  0.069    -0.013  0.024     0.172  0.017     0.265  0.012     0.234  0.007
  1985     1     0.426  0.096    -0.052  0.021     0.178  0.017     0.268  0.012     0.236  0.006
  1985     2    -0.501  0.092    -0.045  0.023     0.179  0.016     0.268  0.013     0.241  0.006
  1985     3     0.134  0.103    -0.050  0.016     0.186  0.015     0.279  0.013     0.242  0.006
  1985     4     0.279  0.055    -0.053  0.020     0.192  0.015     0.281  0.014     0.244  0.006
  1985     5     0.049  0.077    -0.040  0.018     0.194  0.015     0.282  0.014     0.243  0.006
  1985     6     0.036  0.174     0.010  0.018     0.197  0.014     0.284  0.015     0.246  0.006
  1985     7    -0.426  0.071     0.035  0.022     0.197  0.014     0.284  0.016     0.249  0.006
  1985     8     0.162  0.045     0.143  0.024     0.191  0.013     0.284  0.017     0.254  0.006
  1985     9    -0.141  0.089     0.168  0.029     0.195  0.012     0.282  0.018     0.256  0.006
  1985    10     0.088  0.059     0.188  0.026     0.200  0.011     0.285  0.018     0.259  0.006
  1985    11    -0.131  0.043     0.202  0.023     0.201  0.011     0.287  0.017     0.262  0.006
  1985    12     0.153  0.134     0.193  0.020     0.211  0.010     0.290  0.016     0.264  0.006
  1986     1     0.724  0.120     0.220  0.015     0.217  0.011     0.285  0.016     0.264  0.006
  1986     2     0.794  0.083     0.213  0.017     0.222  0.011     0.286  0.015     0.268  0.006
  1986     3     0.440  0.038     0.202  0.031     0.222  0.012     0.280  0.015     0.272  0.006
  1986     4     0.518  0.099     0.200  0.033     0.230  0.014     0.282  0.016     0.274  0.005
  1986     5     0.217  0.097     0.196  0.038     0.222  0.014     0.283  0.015     0.277  0.006
  1986     6    -0.078  0.071     0.195  0.035     0.231  0.013     0.287  0.015     0.279  0.006
  1986     7    -0.099  0.056     0.181  0.036     0.227  0.013     0.289  0.014     0.282  0.006
  1986     8     0.076  0.113     0.193  0.036     0.236  0.012     0.287  0.013     0.286  0.006
  1986     9    -0.271  0.141     0.150  0.033     0.238  0.013     0.291  0.013     0.288  0.006
  1986    10     0.063  0.090     0.127  0.033     0.242  0.015     0.294  0.013     0.292  0.006
  1986    11    -0.170  0.061     0.122  0.036     0.230  0.015     0.296  0.013     0.296  0.006
  1986    12     0.130  0.048     0.161  0.033     0.231  0.018     0.292  0.013     0.298  0.006
  1987     1     0.564  0.081     0.211  0.032     0.234  0.017     0.300  0.013     0.301  0.006
  1987     2     0.935  0.067     0.205  0.026     0.237  0.017     0.306  0.013     0.302  0.006
  1987     3    -0.072  0.063     0.258  0.018     0.243  0.017     0.314  0.012     0.304  0.006
  1987     4     0.242  0.063     0.281  0.013     0.249  0.018     0.315  0.012     0.304  0.006
  1987     5     0.151  0.052     0.294  0.014     0.256  0.016     0.317  0.011     0.303  0.006
  1987     6     0.400  0.066     0.354  0.015     0.276  0.016     0.319  0.011     0.304  0.006
  1987     7     0.501  0.096     0.379  0.016     0.280  0.016     0.316  0.012     0.304  0.006
  1987     8    -0.002  0.071     0.320  0.015     0.296  0.017     0.316  0.012     0.304  0.006
  1987     9     0.363  0.070     0.377  0.014     0.317  0.018     0.312  0.013     0.308  0.006
  1987    10     0.347  0.056     0.409  0.019     0.326  0.017     0.313  0.012     0.311  0.006
  1987    11    -0.024  0.046     0.436  0.023     0.333  0.017     0.313  0.012     0.313  0.006
  1987    12     0.858  0.060     0.449  0.026     0.338  0.017     0.311  0.013     0.315  0.006
  1988     1     0.864  0.081     0.438  0.026     0.352  0.017     0.309  0.013     0.318  0.007
  1988     2     0.225  0.086     0.492  0.030     0.352  0.017     0.309  0.013     0.324  0.007
  1988     3     0.607  0.064     0.510  0.037     0.356  0.020     0.311  0.013     0.325  0.007
  1988     4     0.633  0.064     0.542  0.039     0.364  0.020     0.311  0.012     0.328  0.006
  1988     5     0.469  0.099     0.560  0.039     0.380  0.018     0.309  0.012     0.331  0.007
  1988     6     0.552  0.103     0.550  0.037     0.391  0.018     0.309  0.012     0.337  0.007
  1988     7     0.369  0.112     0.488  0.038     0.389  0.018     0.310  0.013     0.341  0.007
  1988     8     0.651  0.106     0.505  0.040     0.390  0.019     0.307  0.012     0.347  0.007
  1988     9     0.580  0.128     0.494  0.040     0.387  0.018     0.300  0.013     0.350  0.007
  1988    10     0.730  0.079     0.469  0.038     0.392  0.019     0.302  0.014     0.352  0.007
  1988    11     0.197  0.068     0.421  0.034     0.393  0.019     0.293  0.014     0.352  0.007
  1988    12     0.736  0.065     0.367  0.035     0.406  0.019     0.295  0.013     0.356  0.007
  1989     1     0.122  0.106     0.355  0.033     0.417  0.019     0.295  0.013     0.360  0.007
  1989     2     0.429  0.078     0.320  0.029     0.423  0.019     0.293  0.013     0.367  0.007
  1989     3     0.470  0.071     0.296  0.024     0.437  0.019     0.293  0.013     0.367  0.007
